id,conviction_type,core_referral,exp_release_date,onboard_date,general_risk,violent_risk,sexual_risk,needs_screen,onboard_year,qualifies_need,override,referral_decision,add_referral,start_date,completion_status,end_date
15443,LGA,Kyrios,23/08/2016,08/09/2013,53,50,15,0,NA,No,No,NA,NA,NA,NA,NA
44546,SVC,Kyrios,19/03/2009,04/04/2007,5,16,58,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
3825,IGV,Kyrios,10/03/2012,26/03/2009,65,60,11,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
8892,IGV,Kyrios,31/03/2010,16/04/2007,34,28,23,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
37221,IPV,Kyrios,25/04/2016,11/05/2014,23,37,51,1,NA,Yes,No,Allocated,Doro DA,15/04/2015,Completed,24/01/2016
16852,IPV,Kyrios,08/01/2013,24/01/2011,9,18,31,3,NA,Yes,No,Allocated,Doro DA,19/10/2011,Completed,19/07/2012
36311,IGV,Kyrios,01/07/2019,16/07/2016,44,27,41,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
30358,IGV,Kyrios,10/05/2009,26/05/2006,73,68,14,1,NA,Yes,No,Allocated,Doro V,08/10/2007,Completed,19/06/2008
23791,ATH,Kyrios,30/06/2017,16/07/2014,18,30,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
10195,IGV,Kyrios,25/04/2015,10/05/2012,41,48,16,0,NA,No,No,NA,NA,NA,NA,NA
13165,ATH,Kyrios,22/09/2017,08/10/2015,31,30,10,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39092,IGV,Kyrios,30/09/2013,16/10/2010,50,42,23,0,NA,No,No,NA,NA,NA,NA,NA
12191,LGA,Kyrios,28/07/2015,12/08/2013,22,32,4,1,NA,Yes,No,Allocated,NA,18/09/2014,Completed,07/03/2015
25189,LGA,Kyrios,23/04/2006,08/05/2004,18,38,23,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
41246,KAB,Kyrios,25/06/2012,11/07/2010,21,41,25,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
41260,LGA,Kyrios,24/08/2012,09/09/2010,53,44,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
43414,IGV,Kyrios,28/10/2011,12/11/2008,31,27,11,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
36677,IGV,Kyrios,27/09/2014,13/10/2011,43,28,6,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
44620,SVA,Kyrios,25/02/2017,13/03/2014,28,20,58,0,NA,No,No,NA,NA,NA,NA,NA
22830,LGA,Kyrios,05/06/2013,21/06/2011,31,41,10,1,NA,Yes,No,Allocated,NA,31/07/2012,Completed,15/01/2013
1161,SVA,Kyrios,29/05/2010,14/06/2007,5,1,30,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
6100,IGV,Kyrios,01/11/2018,16/11/2016,54,48,42,1,NA,Yes,No,Allocated,Doro V,20/09/2017,Completed,27/06/2018
6317,ATH,Kyrios,06/10/2012,22/10/2009,67,52,28,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
8121,IPV,Kyrios,08/07/2008,24/07/2006,35,14,3,0,NA,No,No,NA,NA,NA,NA,NA
36551,LGA,Kyrios,29/04/2015,14/05/2013,62,56,25,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
8838,IPV,Kyrios,29/01/2012,13/02/2009,19,41,21,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
21065,LGA,Kyrios,03/04/2007,18/04/2004,35,38,19,0,NA,No,No,NA,NA,NA,NA,NA
14744,IGV,Kyrios,28/08/2014,12/09/2012,84,67,40,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
44698,IGV,Kyrios,26/04/2007,11/05/2004,48,44,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
26785,ATH,Kyrios,18/03/2016,03/04/2013,34,41,27,0,NA,No,No,NA,NA,NA,NA,NA
33021,ATH,Kyrios,24/09/2011,09/10/2008,44,43,10,0,NA,No,No,NA,NA,NA,NA,NA
42199,LGA,Kyrios,10/03/2006,25/03/2004,45,42,27,0,NA,No,No,NA,NA,NA,NA,NA
27073,SVA,Kyrios,17/12/2012,02/01/2010,9,12,43,0,NA,No,No,NA,NA,NA,NA,NA
20822,LGA,Kyrios,15/11/2010,01/12/2007,37,40,16,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
2920,IGV,Kyrios,20/11/2013,06/12/2011,41,52,27,1,NA,Yes,No,Allocated,Doro V,22/11/2012,Completed,31/08/2013
41002,SVA,Kyrios,27/01/2015,12/02/2012,35,18,62,1,NA,Yes,No,Allocated,Doro S,11/09/2012,Did not complete,NA
45310,SVC,Kyrios,30/05/2013,15/06/2010,29,16,37,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
22733,IPV,Kyrios,12/07/2017,28/07/2015,46,54,21,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
15186,LGA,Kyrios,04/01/2007,19/01/2005,63,48,28,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
3021,IGV,Kyrios,01/09/2018,16/09/2016,57,63,22,0,NA,No,No,NA,NA,NA,NA,NA
15501,IGV,Kyrios,22/01/2013,07/02/2011,64,68,26,0,NA,No,No,NA,NA,NA,NA,NA
12943,LGA,Kyrios,14/02/2012,01/03/2010,48,55,15,0,NA,No,No,NA,NA,NA,NA,NA
16024,SVA,Kyrios,30/08/2010,14/09/2008,19,20,83,0,NA,No,No,NA,NA,NA,NA,NA
27436,IGV,Kyrios,18/04/2016,04/05/2014,69,68,30,0,NA,No,No,NA,NA,NA,NA,NA
4968,ATH,Kyrios,20/12/2017,05/01/2016,23,34,2,0,NA,No,No,NA,NA,NA,NA,NA
28546,KAB,Kyrios,10/06/2006,25/06/2004,65,52,27,0,NA,No,No,NA,NA,NA,NA,NA
20752,IPV,Kyrios,21/09/2012,07/10/2009,35,35,67,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
34356,IGV,Kyrios,21/07/2019,05/08/2016,70,63,50,0,NA,No,No,NA,NA,NA,NA,NA
2413,IPV,Kyrios,31/07/2007,15/08/2005,35,36,11,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
46286,IGV,Kyrios,18/03/2016,03/04/2014,40,38,14,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
28739,ATH,Kyrios,11/03/2009,27/03/2006,7,20,36,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39938,SVC,Kyrios,14/01/2010,30/01/2008,38,43,23,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
37574,LGA,Kyrios,18/08/2016,03/09/2013,31,16,5,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
25063,SVA,Kyrios,21/06/2010,06/07/2008,24,18,54,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
8278,LGA,Kyrios,14/08/2006,29/08/2004,59,59,33,4,NA,Yes,No,Allocated,NA,09/04/2005,Completed,22/10/2005
18046,ATH,Kyrios,02/01/2019,17/01/2017,51,38,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
311,SVC,Kyrios,16/05/2016,01/06/2014,28,20,34,0,NA,No,No,NA,NA,NA,NA,NA
23260,IPV,Kyrios,12/06/2013,28/06/2011,44,52,23,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
18598,IGV,Kyrios,28/10/2007,12/11/2004,72,63,66,0,NA,No,No,NA,NA,NA,NA,NA
10289,LGA,Kyrios,11/09/2009,27/09/2006,31,20,4,0,NA,No,No,NA,NA,NA,NA,NA
20519,IGV,Kyrios,07/01/2013,23/01/2010,29,31,29,0,NA,No,No,NA,NA,NA,NA,NA
19721,SVC,Kyrios,24/07/2019,08/08/2017,23,30,46,1,NA,Yes,No,Allocated,Doro S,27/03/2018,Completed,08/12/2018
42102,SVC,Kyrios,25/08/2011,09/09/2008,25,41,27,0,NA,No,No,NA,NA,NA,NA,NA
24864,IPV,Kyrios,27/07/2012,12/08/2009,47,42,40,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
21021,IGV,Kyrios,07/03/2019,22/03/2017,55,68,50,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
21170,LGA,Kyrios,13/05/2015,28/05/2012,63,42,26,0,NA,No,No,NA,NA,NA,NA,NA
13704,KAB,Kyrios,07/10/2017,23/10/2015,20,33,13,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
22651,LGA,Kyrios,29/07/2014,13/08/2012,81,59,24,2,NA,Yes,No,Allocated,NA,27/12/2012,Completed,05/07/2013
34039,LGA,Kyrios,13/10/2006,28/10/2004,51,41,13,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
13271,ATH,Kyrios,29/07/2013,14/08/2010,19,43,11,2,NA,Yes,No,Allocated,NA,04/03/2012,Completed,20/09/2012
15575,IPV,Kyrios,02/11/2016,18/11/2013,59,68,26,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
13496,LGA,Kyrios,01/04/2013,17/04/2010,49,48,7,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
17378,LGA,Kyrios,21/07/2007,05/08/2005,51,48,24,0,NA,No,No,NA,NA,NA,NA,NA
29192,LGA,Kyrios,20/10/2019,04/11/2017,35,24,11,3,NA,Yes,No,Allocated,NA,10/07/2018,Completed,23/12/2018
38123,LGA,Kyrios,01/09/2010,17/09/2007,18,41,18,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
9744,SVA,Kyrios,14/11/2010,29/11/2008,29,20,37,0,NA,No,No,NA,NA,NA,NA,NA
1408,IGV,Kyrios,07/11/2009,23/11/2007,46,50,16,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
46591,IGV,Kyrios,01/12/2012,17/12/2009,39,43,25,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
21383,LGA,Kyrios,07/05/2010,23/05/2007,70,70,19,1,NA,Yes,No,Allocated,NA,17/04/2008,Completed,15/10/2008
12980,LGA,Kyrios,06/06/2014,22/06/2011,50,26,7,1,NA,Yes,No,Allocated,NA,17/06/2013,Completed,30/12/2013
18972,LGA,Kyrios,10/04/2007,25/04/2005,29,41,8,0,NA,No,No,NA,NA,NA,NA,NA
41418,ATH,Kyrios,24/07/2007,08/08/2005,64,48,16,0,NA,No,No,NA,NA,NA,NA,NA
20237,LGA,Kyrios,08/01/2013,24/01/2011,58,56,26,0,NA,No,No,NA,NA,NA,NA,NA
9985,IPV,Kyrios,13/10/2015,28/10/2013,25,32,14,1,NA,Yes,No,Allocated,Doro DA,02/05/2014,Completed,28/01/2015
37222,SVC,Kyrios,31/03/2011,15/04/2009,3,12,64,0,NA,No,No,NA,NA,NA,NA,NA
1383,IGV,Kyrios,02/09/2019,17/09/2017,42,29,28,0,NA,No,No,NA,NA,NA,NA,NA
41556,ATH,Kyrios,26/11/2008,12/12/2006,66,50,18,0,NA,No,No,NA,NA,NA,NA,NA
6055,IGV,Kyrios,26/02/2007,13/03/2005,32,28,18,1,NA,Yes,No,Allocated,Doro V,08/08/2005,Completed,09/05/2006
27065,IPV,Kyrios,29/10/2013,14/11/2010,8,4,42,1,NA,Yes,No,Allocated,Doro DA,14/06/2012,Completed,04/03/2013
32008,IGV,Kyrios,16/12/2013,01/01/2012,25,36,28,0,NA,No,No,NA,NA,NA,NA,NA
19965,IGV,Kyrios,25/02/2012,12/03/2010,29,30,38,3,NA,Yes,No,Allocated,Doro V,15/12/2010,Completed,17/09/2011
1806,LGA,Kyrios,25/11/2014,10/12/2012,31,24,19,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
24976,ATH,Kyrios,05/06/2018,21/06/2015,42,33,50,3,NA,Yes,No,Allocated,NA,06/10/2015,Completed,03/04/2016
33459,KAB,Kyrios,25/09/2017,11/10/2014,35,34,6,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
16541,IGV,Kyrios,08/04/2007,23/04/2004,44,40,19,0,NA,No,No,NA,NA,NA,NA,NA
28772,LGA,Kyrios,05/02/2008,20/02/2005,56,48,11,0,NA,No,No,NA,NA,NA,NA,NA
29457,LGA,Kyrios,21/09/2018,06/10/2016,32,20,10,1,NA,Yes,No,Allocated,NA,02/10/2017,Completed,15/03/2018
44886,LGA,Kyrios,27/02/2013,15/03/2010,38,34,18,0,NA,No,No,NA,NA,NA,NA,NA
15654,LGA,Kyrios,05/03/2016,21/03/2013,34,29,11,0,NA,No,No,NA,NA,NA,NA,NA
13069,IGV,Kyrios,07/11/2013,23/11/2010,31,16,17,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
9491,IGV,Kyrios,23/08/2011,07/09/2009,72,58,40,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
19618,SVC,Kyrios,11/04/2016,27/04/2014,9,11,39,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
13675,IGV,Kyrios,13/08/2013,29/08/2011,49,42,18,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
26871,ATH,Kyrios,11/03/2010,26/03/2008,68,53,18,1,NA,Yes,No,Allocated,NA,04/01/2009,Completed,17/06/2009
26752,EXT,Kyrios,24/05/2018,08/06/2016,33,28,5,0,NA,No,No,NA,NA,NA,NA,NA
7838,LGA,Kyrios,10/09/2011,25/09/2008,49,42,4,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39725,LGA,Kyrios,10/09/2008,26/09/2005,41,26,12,4,NA,Yes,No,Not allocated,NA,NA,NA,NA
18180,IGV,Kyrios,12/02/2007,28/02/2004,20,30,30,0,NA,No,No,NA,NA,NA,NA,NA
13581,LGA,Kyrios,28/06/2011,13/07/2009,45,55,27,0,NA,No,No,NA,NA,NA,NA,NA
12104,SVC,Kyrios,23/08/2009,08/09/2006,29,30,17,0,NA,No,No,NA,NA,NA,NA,NA
548,IPV,Kyrios,28/05/2017,13/06/2014,48,33,48,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
30173,LGA,Kyrios,08/05/2006,23/05/2004,37,35,14,0,NA,No,No,NA,NA,NA,NA,NA
34648,LGA,Kyrios,09/12/2011,24/12/2009,41,27,9,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
42107,IGV,Kyrios,14/03/2011,29/03/2008,26,30,14,0,NA,No,No,NA,NA,NA,NA,NA
32052,IPV,Kyrios,28/08/2013,13/09/2011,44,40,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
33714,LGA,Kyrios,23/12/2014,07/01/2013,46,52,18,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
26259,IGV,Kyrios,22/05/2010,07/06/2007,37,40,2,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
37291,LGA,Kyrios,28/01/2012,12/02/2009,42,52,23,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
8492,SVA,Kyrios,20/07/2011,04/08/2009,29,26,42,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
31792,LGA,Kyrios,11/05/2019,26/05/2017,52,50,22,0,NA,No,No,NA,NA,NA,NA,NA
37382,IGV,Kyrios,30/12/2011,14/01/2009,28,42,11,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
23427,ATH,Kyrios,02/08/2009,18/08/2007,31,14,25,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
1022,IPV,Kyrios,21/07/2019,05/08/2017,40,50,39,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
22758,IPV,Kyrios,09/03/2012,25/03/2010,5,2,40,0,NA,No,No,NA,NA,NA,NA,NA
42929,IGV,Kyrios,29/07/2008,14/08/2005,47,42,32,0,NA,No,No,NA,NA,NA,NA,NA
45785,IPV,Kyrios,02/01/2007,17/01/2005,34,22,3,0,NA,No,No,NA,NA,NA,NA,NA
35184,LGA,Kyrios,21/05/2009,06/06/2007,49,48,68,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
24066,IGV,Kyrios,12/04/2017,28/04/2015,55,61,17,3,NA,Yes,No,Allocated,Doro V,23/01/2016,Completed,02/11/2016
28151,IGV,Kyrios,28/06/2014,13/07/2012,41,40,15,1,NA,Yes,No,Allocated,Doro V,03/03/2013,Completed,04/12/2013
6553,LGA,Kyrios,12/08/2018,27/08/2016,42,42,17,3,NA,Yes,No,Allocated,NA,02/10/2017,Completed,09/04/2018
27603,SVC,Kyrios,04/05/2008,20/05/2005,41,42,36,2,NA,Yes,No,Allocated,Doro S,07/08/2007,Completed,21/05/2008
40398,IGV,Kyrios,17/03/2016,02/04/2013,63,42,50,0,NA,No,No,NA,NA,NA,NA,NA
36753,IGV,Kyrios,22/03/2017,07/04/2015,80,70,25,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
31500,IGV,Kyrios,07/08/2010,23/08/2007,73,54,32,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
6918,IGV,Kyrios,25/06/2009,11/07/2007,32,24,9,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
25406,LGA,Kyrios,10/03/2018,26/03/2015,34,34,13,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
24168,LGA,Kyrios,15/08/2011,30/08/2008,40,40,24,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
21118,LGA,Kyrios,04/01/2007,20/01/2004,19,30,48,0,NA,No,No,NA,NA,NA,NA,NA
45506,LGA,Kyrios,09/07/2017,25/07/2015,62,40,26,0,NA,No,No,NA,NA,NA,NA,NA
26309,LGA,Kyrios,12/06/2008,28/06/2006,34,38,10,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
44174,LGA,Kyrios,16/02/2006,03/03/2004,28,39,35,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
36075,SVA,Kyrios,03/06/2006,18/06/2004,35,24,51,0,NA,No,No,NA,NA,NA,NA,NA
5190,IGV,Kyrios,11/12/2017,27/12/2014,65,53,32,2,NA,Yes,No,Allocated,Doro V,15/05/2016,Completed,20/02/2017
17030,SVC,Kyrios,10/09/2008,26/09/2005,11,17,49,1,NA,Yes,No,Allocated,Doro S,19/10/2006,Did not complete,NA
9633,IGV,Kyrios,10/03/2006,25/03/2004,62,38,13,0,NA,No,No,NA,NA,NA,NA,NA
39788,IGV,Kyrios,13/06/2015,28/06/2013,18,30,7,1,NA,Yes,No,Allocated,Doro V,22/04/2014,Completed,18/01/2015
18688,ATH,Kyrios,27/03/2010,11/04/2008,5,1,40,1,NA,Yes,No,Allocated,NA,22/10/2008,Completed,04/05/2009
35117,IGV,Kyrios,10/08/2010,25/08/2008,35,32,26,0,NA,No,No,NA,NA,NA,NA,NA
23135,ATH,Kyrios,12/11/2012,28/11/2010,50,42,19,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
8900,IGV,Kyrios,22/09/2014,08/10/2011,31,30,3,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
13109,IGV,Kyrios,02/05/2012,18/05/2009,48,44,7,0,NA,No,No,NA,NA,NA,NA,NA
15206,LGA,Kyrios,12/01/2020,27/01/2017,49,37,19,2,NA,Yes,No,Allocated,NA,22/05/2018,Completed,30/11/2018
23147,LGA,Kyrios,19/10/2013,04/11/2010,6,30,4,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
25050,IGV,Kyrios,23/07/2011,07/08/2009,35,36,23,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
22412,SVA,Kyrios,08/01/2013,24/01/2011,35,43,52,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
19838,IGV,Kyrios,25/06/2008,11/07/2005,51,44,37,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
13967,LGA,Kyrios,21/05/2008,06/06/2006,56,58,55,1,NA,Yes,No,Allocated,NA,11/07/2006,Completed,29/12/2006
32526,LGA,Kyrios,25/03/2012,10/04/2009,44,33,42,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
35089,LGA,Kyrios,25/08/2018,09/09/2016,35,43,18,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
45889,SVC,Kyrios,15/12/2008,31/12/2005,25,30,34,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
33725,LGA,Kyrios,08/02/2013,24/02/2011,34,38,5,1,NA,Yes,No,Allocated,NA,20/09/2011,Completed,04/04/2012
44801,IGV,Kyrios,23/03/2007,07/04/2004,65,57,7,0,NA,No,No,NA,NA,NA,NA,NA
13363,ATH,Kyrios,04/04/2010,20/04/2007,42,35,16,2,NA,Yes,No,Allocated,NA,21/11/2007,Completed,07/05/2008
25930,SVC,Kyrios,12/02/2009,28/02/2007,35,18,36,0,NA,No,No,NA,NA,NA,NA,NA
2570,IGV,Kyrios,05/11/2016,21/11/2014,77,57,19,2,NA,Yes,No,Allocated,Doro V,06/04/2015,Completed,18/01/2016
31847,LGA,Kyrios,23/06/2017,09/07/2015,34,37,18,2,NA,Yes,No,Allocated,NA,29/07/2016,Completed,06/02/2017
14138,ATH,Kyrios,22/09/2012,08/10/2010,40,30,19,1,NA,Yes,No,Allocated,NA,15/06/2011,Completed,09/12/2011
7080,ATH,Kyrios,28/09/2011,13/10/2009,8,3,35,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
7498,IGV,Kyrios,16/09/2009,02/10/2007,30,26,50,1,NA,Yes,No,Allocated,Doro V,11/12/2007,Completed,04/09/2008
29639,LGA,Kyrios,09/01/2012,24/01/2010,39,43,14,1,NA,Yes,No,Allocated,NA,24/01/2011,Completed,09/07/2011
29725,IGV,Kyrios,11/02/2015,26/02/2013,39,28,9,0,NA,No,No,NA,NA,NA,NA,NA
40741,LGA,Kyrios,14/01/2019,29/01/2017,27,41,11,0,NA,No,No,NA,NA,NA,NA,NA
38113,LGA,Kyrios,23/03/2011,07/04/2008,33,31,13,0,NA,No,No,NA,NA,NA,NA,NA
2100,IPV,Kyrios,07/02/2011,22/02/2009,33,37,13,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
37189,LGA,Kyrios,13/11/2014,28/11/2012,72,76,58,1,NA,Yes,No,Allocated,NA,03/05/2013,Completed,10/11/2013
40714,SVC,Kyrios,04/05/2019,19/05/2016,15,14,82,0,NA,No,No,NA,NA,NA,NA,NA
41838,IGV,Kyrios,25/02/2009,13/03/2006,40,40,21,0,NA,No,No,NA,NA,NA,NA,NA
15919,IPV,Kyrios,18/01/2019,02/02/2017,32,26,11,0,NA,No,No,NA,NA,NA,NA,NA
33936,IGV,Kyrios,14/05/2013,30/05/2011,60,40,15,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
38105,LGA,Kyrios,09/08/2017,25/08/2014,35,28,17,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
17812,IGV,Kyrios,28/04/2016,14/05/2014,20,31,23,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
44012,IGV,Kyrios,29/04/2010,15/05/2007,50,38,18,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
42323,LGA,Kyrios,21/09/2009,07/10/2006,22,32,13,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
3434,IGV,Kyrios,27/05/2014,11/06/2012,48,50,19,0,NA,No,No,NA,NA,NA,NA,NA
29328,IGV,Kyrios,17/07/2014,01/08/2012,24,34,6,2,NA,Yes,No,Allocated,Doro V,24/08/2012,Completed,23/05/2013
45644,ATH,Kyrios,23/09/2015,08/10/2012,60,52,28,0,NA,No,No,NA,NA,NA,NA,NA
15785,SVC,Kyrios,19/04/2018,04/05/2016,33,22,27,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
37251,LGA,Kyrios,09/04/2014,24/04/2012,22,32,16,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
12691,IGV,Kyrios,15/12/2016,31/12/2014,20,39,17,0,NA,No,No,NA,NA,NA,NA,NA
2481,IGV,Kyrios,17/06/2018,03/07/2015,30,39,24,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
16470,IGV,Kyrios,03/03/2019,18/03/2016,21,35,26,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
38388,LGA,Kyrios,20/11/2015,05/12/2012,37,33,29,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
42311,ATH,Kyrios,19/07/2006,03/08/2004,12,11,34,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
27862,IGV,Kyrios,26/07/2018,10/08/2016,48,52,12,0,NA,No,No,NA,NA,NA,NA,NA
17072,ATH,Kyrios,01/05/2015,16/05/2013,29,40,13,0,NA,No,No,NA,NA,NA,NA,NA
19419,LGA,Kyrios,27/01/2019,11/02/2017,51,36,16,1,NA,Yes,No,Allocated,NA,28/09/2017,Completed,11/04/2018
2757,LGA,Kyrios,06/04/2010,21/04/2008,46,41,14,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
16571,LGA,Kyrios,01/10/2017,17/10/2014,56,55,29,1,NA,Yes,No,Allocated,NA,01/08/2016,Completed,16/02/2017
19553,IGV,Kyrios,11/08/2006,26/08/2004,45,52,43,0,NA,No,No,NA,NA,NA,NA,NA
5643,IPV,Kyrios,26/08/2019,10/09/2016,43,42,9,3,NA,Yes,No,Allocated,Doro DA,17/10/2016,Did not complete,NA
8171,LGA,Kyrios,18/01/2014,03/02/2012,34,39,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
44760,IGV,Kyrios,01/08/2009,17/08/2007,46,40,24,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
27716,LGA,Kyrios,15/12/2018,31/12/2015,20,36,8,1,NA,Yes,No,Allocated,NA,23/07/2016,Completed,22/01/2017
42070,ATH,Kyrios,08/01/2010,24/01/2008,21,35,12,1,NA,Yes,No,Allocated,NA,14/03/2009,Completed,23/08/2009
31011,IGV,Kyrios,26/03/2007,10/04/2005,49,44,25,0,NA,No,No,NA,NA,NA,NA,NA
25528,IGV,Kyrios,25/04/2019,10/05/2016,36,44,16,2,NA,Yes,No,Allocated,Doro V,03/06/2018,Completed,01/03/2019
26542,LGA,Kyrios,06/05/2006,21/05/2004,27,28,57,2,NA,Yes,No,Allocated,NA,31/05/2005,Completed,07/12/2005
27335,ATH,Kyrios,07/10/2019,22/10/2017,65,59,27,2,NA,Yes,No,Allocated,NA,24/11/2018,Completed,18/05/2019
30560,IGV,Kyrios,29/01/2012,13/02/2010,42,40,24,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
42324,SVA,Kyrios,21/01/2016,05/02/2014,6,5,49,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
15688,LGA,Kyrios,20/03/2018,05/04/2015,10,14,36,1,NA,Yes,No,Allocated,NA,19/10/2016,Completed,18/04/2017
14140,LGA,Kyrios,30/03/2018,14/04/2016,51,44,9,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
40820,IGV,Kyrios,21/02/2017,09/03/2015,42,30,14,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
29941,LGA,Kyrios,10/05/2007,25/05/2004,61,58,34,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
6861,LGA,Kyrios,15/10/2007,30/10/2005,23,31,20,0,NA,No,No,NA,NA,NA,NA,NA
16089,IGV,Kyrios,31/08/2017,16/09/2015,81,72,19,3,NA,Yes,No,Allocated,Doro V,12/04/2016,Completed,25/12/2016
25014,IGV,Kyrios,03/10/2014,18/10/2012,2,24,30,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
25780,LGA,Kyrios,21/06/2018,06/07/2016,29,39,14,2,NA,Yes,No,Allocated,NA,28/05/2017,Completed,05/12/2017
12679,LGA,Kyrios,05/09/2007,20/09/2005,38,41,12,2,NA,Yes,No,Allocated,NA,17/03/2006,Completed,02/10/2006
13692,IGV,Kyrios,29/06/2012,15/07/2010,34,48,20,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
21093,SVC,Kyrios,01/10/2006,16/10/2004,17,18,52,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
1326,IPV,Kyrios,30/06/2016,16/07/2013,35,30,56,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
